dt,LandAverageTemperature,LandAverageTemperatureUncertainty
01/05/1985,12.968,0.055
01/06/1985,15.807,0.132
01/07/1985,16.572,0.192
01/08/1985,16.463,0.275
01/09/1985,13.185,0.197
01/10/1985,9.489,0.296
01/11/1985,5.419,0.193
01/12/1985,3.187,0.252
01/01/1986,2.853,0.134
01/02/1986,3.514,0.176
01/03/1986,5.818,0.204
01/04/1986,9.399,0.141
01/05/1986,12.878,0.262
01/06/1986,15.763,0.247
01/07/1986,16.888,0.122
01/08/1986,16.282,0.062
01/09/1986,13.329,0.106
01/10/1986,9.305,0.236
01/11/1986,5.702,0.074
01/12/1986,3.234,0.134
01/01/1987,2.908,0.169
01/02/1987,3.5,0.102
01/03/1987,5.86,0.125
01/04/1987,9.344,0.251
01/05/1987,12.875,0.1
01/06/1987,15.772,0.151
01/07/1987,16.718,0.241
01/08/1987,16.318,0.095
01/09/1987,13.397,0.266
01/10/1987,9.333,0.194
01/11/1987,5.582,0.236
01/12/1987,3.41,0.167
01/01/1988,2.851,0.204
01/02/1988,3.358,0.242
01/03/1988,5.673,0.207
01/04/1988,9.577,0.181
01/05/1988,12.97,0.088
01/06/1988,15.766,0.221
01/07/1988,16.775,0.13
01/08/1988,16.536,0.258
01/09/1988,13.289,0.153
01/10/1988,9.346,0.256
01/11/1988,5.458,0.2
01/12/1988,3.041,0.151
01/01/1989,2.777,0.111
01/02/1989,3.469,0.257
01/03/1989,5.668,0.159
01/04/1989,9.552,0.212
01/05/1989,13.087,0.084
01/06/1989,15.734,0.115
01/07/1989,16.876,0.094
01/08/1989,16.252,0.263
01/09/1989,13.353,0.055
01/10/1989,9.287,0.265
01/11/1989,5.659,0.267
01/12/1989,3.2,0.275
01/01/1990,2.626,0.214
01/02/1990,3.484,0.073
01/03/1990,6.002,0.085
01/04/1990,9.454,0.078
01/05/1990,12.994,0.18
01/06/1990,15.444,0.257
01/07/1990,17.085,0.113
01/08/1990,16.335,0.271
01/09/1990,13.226,0.252
01/10/1990,9.382,0.132
01/11/1990,5.418,0.237
01/12/1990,3.061,0.109
01/01/1991,2.665,0.094
01/02/1991,3.456,0.292
01/03/1991,5.739,0.197
01/04/1991,9.559,0.173
01/05/1991,12.818,0.129
01/06/1991,15.932,0.156
01/07/1991,16.698,0.27
01/08/1991,16.143,0.284
01/09/1991,13.101,0.255
01/10/1991,9.469,0.055
01/11/1991,5.685,0.26
01/12/1991,3.091,0.216
01/01/1992,2.899,0.247
01/02/1992,3.361,0.11
01/03/1992,5.73,0.29
01/04/1992,9.494,0.141
01/05/1992,13.051,0.267
01/06/1992,15.671,0.264
01/07/1992,16.627,0.148
01/08/1992,16.598,0.294
01/09/1992,13.226,0.256
01/10/1992,9.38,0.109
01/11/1992,5.59,0.279
01/12/1992,3.372,0.208
01/01/1993,2.88,0.152
01/02/1993,3.291,0.058
01/03/1993,5.981,0.285
01/04/1993,9.365,0.168
01/05/1993,12.835,0.229
01/06/1993,15.851,0.269
01/07/1993,16.927,0.225
01/08/1993,16.229,0.177
01/09/1993,13.134,0.253
01/10/1993,9.462,0.234
01/11/1993,5.504,0.063
01/12/1993,3.14,0.21
01/01/1994,2.59,0.084
01/02/1994,3.28,0.15
01/03/1994,5.763,0.071
01/04/1994,9.46,0.089
01/05/1994,12.719,0.258
01/06/1994,15.702,0.241
01/07/1994,16.939,0.248
01/08/1994,16.285,0.13
01/09/1994,13.041,0.115
01/10/1994,9.361,0.222
01/11/1994,5.635,0.1
01/12/1994,2.944,0.154
01/01/1995,2.84,0.286
01/02/1995,3.661,0.271
01/03/1995,5.885,0.281
01/04/1995,9.826,0.212
01/05/1995,12.855,0.294
01/06/1995,15.551,0.1
01/07/1995,16.816,0.15
01/08/1995,16.369,0.157
01/09/1995,13.235,0.142
01/10/1995,9.39,0.287
01/11/1995,5.68,0.159
01/12/1995,3.267,0.28
01/01/1996,2.569,0.08
01/02/1996,3.493,0.228
01/03/1996,5.929,0.246
01/04/1996,9.764,0.122
01/05/1996,12.978,0.264
01/06/1996,15.744,0.2
01/07/1996,16.939,0.219
01/08/1996,16.439,0.155
01/09/1996,13.185,0.123
01/10/1996,9.378,0.115
01/11/1996,5.348,0.142
01/12/1996,2.965,0.221
01/01/1997,2.728,0.083
01/02/1997,3.449,0.131
01/03/1997,5.781,0.228
01/04/1997,9.374,0.227
01/05/1997,13.037,0.074
01/06/1997,15.653,0.065
01/07/1997,16.801,0.277
01/08/1997,16.521,0.299
01/09/1997,13.536,0.2
01/10/1997,9.228,0.237
01/11/1997,5.633,0.205
01/12/1997,3.171,0.126
01/01/1998,2.657,0.292
01/02/1998,3.519,0.19
01/03/1998,5.767,0.176
01/04/1998,9.503,0.283
01/05/1998,13.094,0.129
01/06/1998,15.704,0.183
01/07/1998,16.886,0.061
01/08/1998,16.495,0.082
01/09/1998,13.406,0.237
01/10/1998,9.184,0.282
01/11/1998,5.498,0.203
01/12/1998,3.389,0.24
01/01/1999,2.743,0.273
01/02/1999,3.555,0.129
01/03/1999,6.055,0.088
01/04/1999,9.545,0.263
01/05/1999,12.934,0.063
01/06/1999,15.572,0.087
01/07/1999,16.856,0.115
01/08/1999,16.484,0.226
01/09/1999,12.89,0.282
01/10/1999,9.504,0.06
01/11/1999,5.435,0.171
01/12/1999,3.3,0.173
01/01/2000,2.892,0.081
01/02/2000,3.256,0.073
01/03/2000,5.906,0.092
01/04/2000,9.499,0.177
01/05/2000,13.019,0.196
01/06/2000,16.005,0.196
01/07/2000,16.999,0.193
01/08/2000,16.429,0.154
01/09/2000,13.437,0.219
01/10/2000,9.45,0.272
01/11/2000,5.734,0.22
01/12/2000,3.185,0.149
01/01/2001,2.51,0.259
01/02/2001,3.3,0.088
01/03/2001,6.056,0.215
01/04/2001,9.669,0.164
01/05/2001,13.213,0.051
01/06/2001,15.714,0.292
01/07/2001,16.695,0.131
01/08/2001,16.214,0.233
01/09/2001,13.229,0.192
01/10/2001,9.058,0.103
01/11/2001,5.723,0.131
01/12/2001,3.21,0.064
01/01/2002,3.029,0.145
01/02/2002,3.589,0.15
01/03/2002,5.998,0.266
01/04/2002,9.841,0.072
01/05/2002,13.105,0.245
01/06/2002,15.705,0.121
01/07/2002,16.865,0.08
01/08/2002,16.287,0.173
01/09/2002,13.064,0.128
01/10/2002,9.452,0.221
01/11/2002,5.682,0.258
01/12/2002,3.292,0.178
01/01/2003,2.516,0.169
01/02/2003,3.482,0.191
01/03/2003,5.687,0.253
01/04/2003,9.659,0.203
01/05/2003,12.95,0.06
01/06/2003,15.816,0.135
01/07/2003,16.782,0.222
01/08/2003,16.485,0.089
01/09/2003,13.096,0.181
01/10/2003,9.37,0.123
01/11/2003,5.324,0.169
01/12/2003,3.266,0.087
01/01/2004,2.949,0.26
01/02/2004,3.655,0.181
01/03/2004,5.858,0.069
01/04/2004,9.605,0.061
01/05/2004,13.167,0.074
01/06/2004,15.848,0.215
01/07/2004,16.785,0.114
01/08/2004,16.43,0.07
01/09/2004,13.21,0.215
01/10/2004,9.367,0.095
01/11/2004,5.618,0.071
01/12/2004,3.278,0.269
01/01/2005,2.725,0.164
01/02/2005,3.625,0.218
01/03/2005,5.805,0.292
01/04/2005,9.506,0.268
01/05/2005,13.102,0.237
01/06/2005,15.843,0.201
01/07/2005,16.912,0.184
01/08/2005,16.431,0.051
01/09/2005,13.327,0.169
01/10/2005,9.421,0.223
01/11/2005,5.784,0.2
01/12/2005,2.943,0.172
01/01/2006,2.537,0.14
01/02/2006,3.256,0.218
01/03/2006,5.832,0.126
01/04/2006,9.464,0.081
01/05/2006,13.134,0.054
01/06/2006,15.781,0.293
01/07/2006,16.928,0.212
01/08/2006,16.412,0.212
01/09/2006,13.121,0.248
01/10/2006,9.442,0.098
01/11/2006,5.533,0.168
01/12/2006,3.303,0.055
01/01/2007,2.814,0.226
01/02/2007,3.539,0.291
01/03/2007,5.645,0.196
01/04/2007,9.621,0.1
01/05/2007,12.873,0.063
01/06/2007,15.683,0.052
01/07/2007,16.75,0.295
01/08/2007,16.34,0.262
01/09/2007,13.266,0.189
01/10/2007,9.218,0.123
01/11/2007,5.441,0.198
01/12/2007,3.19,0.203
01/01/2008,2.687,0.172
01/02/2008,3.283,0.229
01/03/2008,5.759,0.129
01/04/2008,9.56,0.066
01/05/2008,13.18,0.168
01/06/2008,15.705,0.174
01/07/2008,16.985,0.224
01/08/2008,16.441,0.055
01/09/2008,13.264,0.136
01/10/2008,9.459,0.108
01/11/2008,5.632,0.135
01/12/2008,3.44,0.201
01/01/2009,2.882,0.083
01/02/2009,3.339,0.123
01/03/2009,5.813,0.258
01/04/2009,9.291,0.218
01/05/2009,13.065,0.25
01/06/2009,15.573,0.261
01/07/2009,16.815,0.237
01/08/2009,16.418,0.217
01/09/2009,13.341,0.201
01/10/2009,9.444,0.075
01/11/2009,5.256,0.126
01/12/2009,3.379,0.102
01/01/2010,2.811,0.27
01/02/2010,3.496,0.139
01/03/2010,6.012,0.274
01/04/2010,9.778,0.058
01/05/2010,13.207,0.204
01/06/2010,15.839,0.08
01/07/2010,16.904,0.135
01/08/2010,16.581,0.139
01/09/2010,13.525,0.117
01/10/2010,9.46,0.088
01/11/2010,5.536,0.217
01/12/2010,3.055,0.227
01/01/2011,2.908,0.164
01/02/2011,3.436,0.26
01/03/2011,5.936,0.203
01/04/2011,9.629,0.246
01/05/2011,13.304,0.06
01/06/2011,15.72,0.076
01/07/2011,16.727,0.278
01/08/2011,16.316,0.089
01/09/2011,13.259,0.176
01/10/2011,9.518,0.233
01/11/2011,5.733,0.134
01/12/2011,3.294,0.084
01/01/2012,2.871,0.154
01/02/2012,3.391,0.242
01/03/2012,5.903,0.135
01/04/2012,9.815,0.176
01/05/2012,13.196,0.239
01/06/2012,15.855,0.14
01/07/2012,16.861,0.238
01/08/2012,16.437,0.155
01/09/2012,13.326,0.153
01/10/2012,9.61,0.152
01/11/2012,5.369,0.249
01/12/2012,3.256,0.14
01/01/2013,2.866,0.052
01/02/2013,3.512,0.252
01/03/2013,5.947,0.129
01/04/2013,9.582,0.295
01/05/2013,13.122,0.24
01/06/2013,15.836,0.215
01/07/2013,16.736,0.064
01/08/2013,16.299,0.208
01/09/2013,13.259,0.18
01/10/2013,9.228,0.124
01/11/2013,5.452,0.188
01/12/2013,3.304,0.126
01/01/2014,2.791,0.052
01/02/2014,3.241,0.12
01/03/2014,5.637,0.225
01/04/2014,9.556,0.162
01/05/2014,13.145,0.247
01/06/2014,15.948,0.213
01/07/2014,16.822,0.245
01/08/2014,16.266,0.151
01/09/2014,13.336,0.059
01/10/2014,9.499,0.134
01/11/2014,5.572,0.082
01/12/2014,3.009,0.298
01/01/2015,2.795,0.188
01/02/2015,3.558,0.18
01/03/2015,5.91,0.057
01/04/2015,9.536,0.249
01/05/2015,13.032,0.244
01/06/2015,15.758,0.232
01/07/2015,16.964,0.065
01/08/2015,16.502,0.143
01/09/2015,13.228,0.062
01/10/2015,9.326,0.213
01/11/2015,5.678,0.234
01/12/2015,3.278,0.163
